#,单词,音标,解释,笔记
1669,technology,英:/tekˈnɒlədʒi/ 美:/tekˈnɑːlədʒi/,n. 科技(总称); 工艺; 应用科学 工业技术,
1670,teenage,英:/'ti:neidʒ/ 美:/ˈtinˌedʒ/,adj. 青少年的（13至19岁的）；十几岁的,
1671,telephone,英:/ˈtelɪfəʊn/ 美:/ˈtelɪfoʊn/,n. 电话 v. 打电话,
1672,television,英:/'telɪvɪʒ(ə)n/ 美:/'tɛlɪvɪʒn/,n. 电视机；电视节目；电视行业,
1673,tall,英:/tɔːl/ 美:/tɔl/,adj. 高的；长的；夸大的；过分的 adv. 夸大地,
1674,tell,英:/tel/ 美:/tɛl/,vt. 告诉，说；吩咐；辨别；断定 vi. 讲述；告发，泄密；识别,
1675,temper,英:/ˈtempə(r)/ 美:/ˈtempər/,n. 脾气；（钢等）回火；性情；倾向 vt. 调和；锻炼；使缓和；使回火,
1676,temperature,英:/'temp(ə)rətʃə/ 美:/'tɛmprətʃɚ/,"n. 温度, 气温 高烧, 发烧, 发热",
1677,temporary,英:/ˈtemprəri/ 美:/ˈtempəreri/,"adj. 临时的, 暂时的, 短时间的",
1678,ten,英:/ten/ 美:/tɛn/,num. 十个，十,
1679,tend,英:/tend/ 美:/tend/,vi. 趋向，倾向；照料，照顾 vt. 照料，照管,
1680,tennis,/'tenis/,n. 网球（运动） adj. 网球的；用于网球运动的,
1681,tense,英:/tens/ 美:/tens/,adj. 拉紧的；紧张的 vt. 使拉紧；变得紧张,
1682,tent,英:/tent/ 美:/tent/,n. 帐篷；住处；帷幕 vt. 用帐篷遮盖；使在帐篷里住宿,
1683,terrible,英:/ˈterəbəl/ 美:/'tɛrəbl/,adj. 可怕的；很糟的；令人讨厌的 adv. [口]很，非常,
1684,test,英:/test/ 美:/test/,n. 检验；试验 vt. 测试；试验,
1685,than,英:/ðæn/ 美:/ðən/,conj. 比（用于形容词、副词的比较级之后）；除…外（用于other等之后）；与其…（用于 rather等之后）；一…就（用于 no sooner等之后） prep. 比；超过,
1686,thank,英:/θæŋk/ 美:/θæŋk/,vt. 感谢 n. 感谢,
1687,that,英:/ðæt/ 美:/ðæt/,pron. 那；那个 adv. 那么；那样,
1688,the,"英:/ðə/ 美:/ði,ðə/",art. 这；那 adv. 更加（用于比较级，最高级前）,
1689,theater,英:/'θiətə/ 美:/ˈθiətɚ/,n. 电影院，戏院，剧场；戏剧；手术室,
1690,their,英:/ðeə/ 美:/ðɛr/,pron. 他们的，她们的；它们的,
1691,them,英:/ðem/ 美:/ðəm/,pron. 他们；她们；它们,
1692,then,英:/ðen/ 美:/ðɛn/,adv. 当时；然后；那么；于是；此外,
1693,there,英:/ðeə/ 美:/ðɛr/,adv. 在那里；在那点上；在那边 int. 你瞧,
1694,therefore,英:/ˈðeəfɔː(r)/ 美:/ˈðerfɔːr/,"adv. 因此, 为此, 所以 故…; 由此得出",
1695,these,英:/ðiːz/ 美:/ðiz/,pron. 这些 adj. 这些的,
1696,they,英:/ðeɪ/ 美:/ðe/,pron. 他们；她们；它们,
1697,thick,英:/θɪk/ 美:/θɪk/,adj. 厚的；浓密的；粗的；愚笨的,
1698,thief,英:/θiːf/ 美:/θiːf/,n. 小偷，贼,
1699,thin,英:/θɪn/ 美:/θɪn/,adj. 薄的；瘦的；稀薄的；微弱的 vt. 使淡；使瘦；使稀疏,
1700,thing,英:/θɪŋ/ 美:/θɪŋ/,n. 东西；事物；事情；情况,
1701,think,英:/θɪŋk/ 美:/θɪŋk/,vt. 想；认为；想像；想起；打算 vi. 想；认为,
1702,third,英:/θɜːd/ 美:/θɝd/,num. 第三；三分之一 adj. 第三的；三分之一的,
1703,thirsty,英:/'θɜːstɪ/ 美:/'θɝsti/,adj. 口渴的，口干的；渴望的，热望的,
1704,this,英:/ðɪs/ 美:/ðɪs/,pron. 这；这个；这里 adj. 这；本；这个；今,
1705,thorough,英:/ˈθʌrə/ 美:/ˈθɜːroʊ/,adj. 彻底的；十分的；周密的,
1706,those,英:/ðəʊz/ 美:/ðoz/,adj. 那些的 pron. 那些（that的复数）,
1707,though,英:/ðəʊ/ 美:/ðo/,adv. 可是，虽然；然而；不过 conj. 虽然；尽管,
1708,thousand,英:/'θaʊz(ə)nd/ 美:/'θaʊznd/,n. 一千；一千个；许许多多 adj. 成千的；无数的,
1709,thread,英:/θred/ 美:/θred/,n. 线；线状物；玻璃纤维；思路；路线；[机]螺纹；[美俚]衣服 vt. 穿线于；穿过；使交织,
1710,threat,英:/θret/ 美:/θret/,n. 威胁，恐吓；凶兆,
1711,threaten,英:/ˈθretn/ 美:/ˈθretn/,vt. 威胁；恐吓；预示 vi. 威胁；可能来临,
1712,three,英:/θriː/ 美:/θri/,n. 三，三个 num. 三,
1713,throat,英:/θrəʊt/ 美:/θroʊt/,n. 喉咙；窄路；嗓子，嗓音 vt. 开沟于；用喉音说,
1714,through,英:/θruː/ 美:/θru/,prep. 穿过；通过；凭借 adv. 从头至尾；彻底,
1715,throw,英:/θrəʊ/ 美:/θroʊ/,vt. 抛；投；掷 vi. 抛；投掷,
1716,thumb,英:/θʌm/ 美:/θʌm/,vt. 以拇指拨弄；作搭车手势；笨拙地摆弄；翻阅 vi. 用拇指翻书页；竖起拇指要求搭车,
1717,ticket,英:/'tɪkɪt/ 美:/'tɪkɪt/,n. 票；入场券，标签；证明书；（美）候选人名单；[口]交通罚款单 vt. 加标签于；指派；对…开出交通违规罚单,
1718,tidy,英:/ˈtaɪdi/ 美:/ˈtaɪdi/,adj. 整齐的；[口]相当大的 vt. 整理；收拾；弄整齐,
1719,tie,英:/taɪ/ 美:/taɪ/,n. 领带，领结；平局 v. 系；捆，扎；平局,
1720,tight,英:/taɪt/ 美:/taɪt/,adj. 紧的；绷紧的；没空的；密封的；严厉的；麻烦的；吝啬的 adv. 紧紧地；彻底地,
1721,time,英:/taɪm/ 美:/taɪm/,n. 时间；次数；时代；节拍；倍数 vt. 计时；测定…的时间；安排…的速度,
1722,tired,英:/ˈtaiəd/ 美:/taɪrd/,adj. 疲倦的；厌倦的，厌烦的 v. 疲倦；对…腻烦（tire的过去分词形式）,
1723,tiring,英:/ˈtaɪərɪŋ/ 美:/ˈtaɪərɪŋ/,adj. 麻烦的；无聊的；引起疲劳的；累人的 v. 感到疲倦；厌倦；使劳累（tire的ing形式）,
1724,title,英:/ˈtaɪtl/ 美:/ˈtaɪtl/,n. 标题；头衔；冠军；权利；字幕 vt. 加标题于；赋予头衔；把…称为,
1725,to,"英:/tə,tu,tuː/ 美:/tə,tu,tuː/",adv. 向前；（门等）关上 prep. 向；到；（表示时间、方向）朝…方向,
1726,tobacco,英:/təˈbækəʊ/ 美:/təˈbækoʊ/,n. 烟草，烟叶；烟草制品；抽烟,
1727,today,英:/tə'deɪ/ 美:/tə'de/,adv. 今天；现今 n. 今天；现今,
1728,toe,英:/təʊ/ 美:/toʊ/,n. 脚趾；足尖 vt. 用脚尖走；以趾踏触,
1729,together,英:/tə'geðə/ 美:/tə'ɡɛðɚ/,adv. 一起；总共；同时；连续地；相互 adj. [口]情绪稳定的，做事有效率的；[俚]新潮的,
1730,toilet,英:/'tɒɪlɪt/ 美:/'tɔɪlət/,n. 厕所，盥洗室；梳妆，打扮 vi. 梳妆，打扮,
1731,tomato,英:/tə'mɑːtəʊ/ 美:/təˈmeɪtoʊ/,n. 番茄，西红柿,
1732,tomorrow,英:/tə'mɒrəʊ/ 美:/tə'mɔro/,n. 明天；未来 adv. 明天；未来地（等于to-morrow）,
1733,tongue,英:/tʌŋ/ 美:/tʌŋ/,n. 语言；舌头 vt. 舔；斥责；用舌吹,
1734,tonight,英:/tə'naɪt/ 美:/tə'naɪt/,adv. 在今晚 n. 今晚,
1735,too,英:/tuː/ 美:/tu/,adv. 也；太；非常；还；过度；很,
1736,tool,英:/tuːl/ 美:/tuːl/,n. 工具，用具；器械，机床；手段 vi. 使用工具；用机床装备工厂,
1737,tooth,英:/tuːθ/ 美:/tuθ/,n. 牙齿 vt. 给……装齿,
1738,top,英:/tɒp/ 美:/tɑp/,n. 顶部，顶端；上部；首席；陀螺 vi. 结束；达到顶点；高出，超越,
1739,total,英:/'təʊt(ə)l/ 美:/'totl/,adj. 全部的；整个的；完全的 vt. 总数达,
1740,tough,英:/tʌf/ 美:/tʌf/,adj. 坚韧的，牢固的；艰苦的，困难的；强壮的，结实的；坚强的，不屈不挠的 n. 恶棍,
1741,tourist,英:/'tʊərɪst/ 美:/'tʊrɪst/,n. 旅行者，观光客 adj. 旅游的,
1742,toward,英:/tə'wɔːd/ 美:/tɔrd/,prep. 向；对于；为了；接近 adj. [古]即将来到的，进行中的,
1743,tower,英:/'taʊə/ 美:/'taʊɚ/,n. 塔；高楼；堡垒 vi. 超越；高耸,
1744,town,英:/taʊn/ 美:/taʊn/,n. 城镇，市镇；市内商业区,
1745,toy,英:/tɔɪ/ 美:/tɔɪ/,n. 玩具；小装饰品；不值钱的东西 vi. 玩弄；调情；随随便便地对待,
1746,track,英:/træk/ 美:/træk/,n. 足迹，踪迹；轨道；小道 vt. 追踪；通过；循路而行；用纤拉,
1747,trade,英:/treɪd/ 美:/treɪd/,n. 贸易，交易；行业；职业 vi. 交易，买卖；以物易物,
1748,traditional,英:/trə'dɪʃ(ə)n(ə)l/ 美:/trə'dɪʃənl/,adj. 传统的,
1749,traffic,英:/'træfɪk/ 美:/'træfɪk/,n. 交通；贸易；运输；通信量 vt. 用…作交换；在…通行,
1750,train,英:/treɪn/ 美:/treɪn/,n. 火车；行列；长队；裙裾 v. 训练；培养；瞄准,
1751,training,英:/ˈtreɪnɪŋ/ 美:/ˈtreɪnɪŋ/,n. 训练；培养；瞄准；整枝 v. 训练；教养（train的ing形式）,
1752,translate,英:/træns'leɪt/ 美:/træns'let/,vt. & vi. 翻译; 解释; 转化,
1753,transparent,英:/trænsˈpærənt/ 美:/trænsˈpærənt/,adj. 透明的；明显的；清晰的,
1754,transport,英:/ˈtrænspɔːt/ 美:/ˈtrænspɔːrt/,vt. 运送; 流放 使万分激动,
1755,trap,英:/træp/ 美:/træp/,vt. 诱捕；使…受限制；使…陷入困境 n. 陷阱；圈套；存水弯,
1756,travel,英:/'træv(ə)l/ 美:/'trævl/,vi. 旅行；步行；行进；[口]交往 vt. 在…旅行；经过,
1757,treat,英:/triːt/ 美:/trit/,vt. 对待；治疗；探讨；视为 vi. 探讨；协商；请客,
1758,treatment,英:/'triːtm(ə)nt/ 美:/'tritmənt/,"n. 处理; 对待, 待遇 治疗; 疗法",
1759,tree,英:/triː/ 美:/tri/,n. 树；树状物；木料 vt. 把...赶上树,
1760,tribe,英:/traɪb/ 美:/traɪb/,n. 部落；宗族；一伙；[生]族,
1761,trick,英:/trɪk/ 美:/trɪk/,n. 诡计；恶作剧；窍门；骗局；欺诈；花招 vt. 欺骗；哄骗；装饰；打扮,
1762,tropical,英:/'trɒpɪk(ə)l/ 美:/'trɑpɪkl/,adj. 热带的；酷热的；热情的,
1763,trouble,英:/ˈtrʌbl/ 美:/ˈtrʌbl/,n. 麻烦；动乱；烦恼；故障 vt. 麻烦；使烦恼；折磨,
1764,trousers,英:/'traʊzəz/ 美:/'traʊzɚz/,n. 裤子，长裤,
1765,truck,英:/trʌk/ 美:/trʌk/,n. 卡车；手推车；交易 vi. 以物易物；驾驶卡车,
1766,trust,英:/trʌst/ 美:/trʌst/,n. 信任，信赖；托拉斯（为减少竞争、操纵价格等而非法联合的企业组织） v. 信任，信赖；盼望,
1767,truth,英:/truːθ/ 美:/trʊθ/,n. 事实；真理；实质；诚实,
1768,try,英:/traɪ/ 美:/traɪ/,vt. 试验；审判；考验；试图，努力 vi. 尝试；努力；试验,
1769,tube,英:/tjuːb/ 美:/tuːb/,n. 管；电子管；隧道；电视机 vt. 把…装管；用管输送；使成管状,
1770,tune,英:/tjuːn/ 美:/tuːn/,"n. 曲调, 曲子 vt. & vi. 调音 vt. 调整",
1771,turn,英:/tɜːn/ 美:/tɜːrn/,v.（使）转动，旋转；转弯；翻转 n. 转动；转向；转变；机会,
1772,twice,英:/twaɪs/ 美:/twaɪs/,adv. 两倍；两次,
1773,twist,英:/twɪst/ 美:/twɪst/,vt. 捻；拧；扭伤；编织；使苦恼 n. 扭曲；扭伤；拧,
1774,two,英:/tuː/ 美:/tu/,n. 两个 adj. 两个的,
1775,type,英:/taɪp/ 美:/taɪp/,n. 类型，品种；样式；模范 vt. 打字；测定（血等）类型,
1776,typical,英:/ˈtɪpɪkl/ 美:/ˈtɪpɪkl/,adj. 典型的；特有的；象征性的,
1777,tyre,英:/ˈtaɪə(r)/ 美:/ˈtaɪər/,vt. 装轮胎于 n. 轮胎；轮箍,
1778,ugly,英:/ˈʌɡli/ 美:/ˈʌɡli/,adj. 丑陋的；令人厌恶的；邪恶的,
1779,under,英:/'ʌndə/ 美:/'ʌndɚ/,prep. 低于，少于；在...之下 adv. 在下面；在下方,
1780,understand,英:/ʌndə'stænd/ 美:/'ʌndɚ'stænd/,"vt. & vi. 懂; 理解 vt. 听说, 获悉; 知道, 认为",
1781,underwear,英:/ˈʌndəweə(r)/ 美:/ˈʌndərwer/,n. 内衣,
1782,undo,英:/ʌnˈduː/ 美:/ʌnˈduː/,vt. 解开；取消；破坏；扰乱 vi. 撤消,
1783,unexpected,英:/ʌnɪk'spektɪd/ 美:/'ʌnɪk'spɛktɪd/,"adj. 没有料想到的, 意外的, 突如其来的",
1784,uniform,英:/ˈjuːnɪfɔːm/ 美:/ˈjuːnɪfɔːrm/,adj. 一致的；统一的；相同的；始终如一的；均衡的 n. 制服,
1785,union,英:/ˈjuːniən/ 美:/ˈjuːniən/,n. 联合；联盟，协会；工会,
1786,unit,英:/ˈjuːnɪt/ 美:/ˈjuːnɪt/,n. (工作)单位 (计量或计数用的)单位 (课本中的)单元 (特定功能的)装置,
1787,unite,英:/juˈnaɪt/ 美:/juˈnaɪt/,vt. 使…混合；使…联合；使…团结 vi. 联合；混合；团结,
1788,universe,英:/ˈjuːnɪvɜːs/ 美:/ˈjuːnɪvɜːrs/,n. 宇宙；世界；领域,
1789,university,英:/ˌjuːnɪˈvɜːsəti/ 美:/ˌjuːnɪˈvɜːrsəti/,n.（综合性）大学；高等学府,
1790,unusual,英:/ʌn'juːʒʊəl/ 美:/ʌn'jʊʒʊəl/,adj. 与众不同的；不寻常的；不平常的,
1791,up,英:/ʌp/ 美:/ʌp/,adv. 向上；上涨；起来 prep. 在…之上；向…的较高处,
1792,upper,英:/ˈʌpə(r)/ 美:/ˈʌpər/,adj. 上面的，上部的；较高的,
1793,upright,英:/ˈʌpraɪt/ 美:/ˈʌpraɪt/,adj. 正直的，诚实的；垂直的，直立的；笔直的；合乎正道的 n. 竖立；垂直,
1794,upset,英:/ʌpˈset/ 美:/ʌpˈset/,vt. 使心烦；颠覆；扰乱 vi. 翻倒 adj. 心烦的；混乱的；弄翻的 n. 混乱；翻倒；颠覆,
1795,upstairs,英:/ˌʌpˈsteəz/ 美:/ˌʌpˈsterz/,adv. 在楼上，向楼上；往楼上；上楼 adj. 楼上的,
1796,urgent,英:/ˈɜːdʒənt/ 美:/ˈɜːrdʒənt/,adj. 紧急的；急迫的,
1797,use,英:/ju:z/ 美:/juz/,n. 使用；用途；发挥 vt. 利用；耗费,
1798,useful,英:/'juːsfʊl/ 美:/'jusfl/,adj. 有用的，有益的；有帮助的,
1799,useless,英:/ˈjuːsləs/ 美:/ˈjuːsləs/,adj. 无用的；无效的,
1800,usual,英:/'juːʒʊəl/ 美:/'juʒuəl/,adj. 通常的，惯例的；平常的,
1801,valley,英:/ˈvæli/ 美:/ˈvæli/,n. 山谷；溪谷；流域,
1802,valuable,英:/'væljʊb(ə)l/ 美:/'væljuəbl/,adj. 贵重的；有价值的；可估价的 n. 贵重物品,
1803,various,英:/ˈveəriəs/ 美:/ˈveriəs/,adj. 各种各样的；多方面的,
1804,vegetable,英:/'vedʒtəb(ə)l/ 美:/'vɛdʒtəbl/,n. 蔬菜 生活单调的人; 植物人,
1805,vehicle,英:/ˈviːəkl/ 美:/ˈviːəkl/,n. 车辆；交通工具；运载工具；媒介物；工具；传播媒介,
1806,verb,英:/vɜːb/ 美:/vɜːrb/,n. 动词；动词词性；动词性短语或从句 adj. 动词的；有动词性质的；起动词作用的,
1807,vertical,英:/ˈvɜːtɪkl/ 美:/ˈvɜːrtɪkl/,adj. 垂直的，直立的；头顶的，顶点的 n. 垂直线，垂直面,
1808,very,英:/ˈveri/ 美:/ˈvɛri/,adj. 十足的；恰好是，正是；甚至；特有的 adv. 非常，很；完全,
1809,victory,英:/ˈvɪktəri/ 美:/ˈvɪktəri/,n. 胜利；克服；成功,
1810,video,英:/'vɪdɪəʊ/ 美:/'vɪdɪo/,n. 电视；录像，录像机；视频 adj. 录像的；电视的；视频的,
1811,view,英:/vjuː/ 美:/vjuː/,n. 风景；意见；视野；观察 vt. 查看；观察；考虑,
1812,village,英:/'vɪlɪdʒ/ 美:/'vɪlɪdʒ/,n. 村庄；村民；（动物的）群落,
1813,violence,英:/ˈvaɪələns/ 美:/ˈvaɪələns/,n. 激烈；暴力；侵犯；歪曲,
1814,violent,英:/ˈvaɪələnt/ 美:/ˈvaɪələnt/,adj. 猛烈的；暴力的,
1815,visit,英:/'vɪzɪt/ 美:/'vɪzɪt/,n. 访问；参观；逗留 vt. 参观；视察；访问,
1816,voice,英:/vɒɪs/ 美:/vɔɪs/,n. 声音；愿望；嗓音；发言权 vt. 表达；吐露,
1817,vote,英:/vəʊt/ 美:/voʊt/,n. 投票，选举；选票；得票数 vt. 投票决定；公认；提议，使投票,
1818,wage,英:/weɪdʒ/ 美:/weɪdʒ/,n. 工资；报酬 v. 开展；从事；进行(战争、运动),
1819,waist,英:/weɪst/ 美:/weɪst/,n. 腰，腰部,
1820,wait,英:/weɪt/ 美:/weɪt/,vt. 等候；推迟；延缓 vi. 等待；耽搁；伺候用餐,
1821,waiter,英:/ˈweɪtə(r)/ 美:/ˈweɪtər/,n. 服务员，侍者,
1822,wake,英:/weik/ 美:/wek/,vi. 醒来；唤醒；警觉 vt. 叫醒；激发,
1823,walk,英:/wɔːk/ 美:/wɔk/,n. 步行，走；散步 vt. 散步；走过,
1824,wall,英:/wɔːl/ 美:/wɔːl/,n. 墙壁，围墙；似墙之物 vt. 用墙围住，围以墙,
1825,want,英:/wɒnt/ 美:/wɑnt/,vt. 需要；缺少；应该；希望 n. 需要；缺乏；贫困；必需品,
1826,war,英:/wɔː(r)/ 美:/wɔːr/,n. 战争，斗争；冲突，对抗，竞争；军事，战术 vi. 打仗，作战；对抗,
1827,warm,英:/wɔːm/ 美:/wɔrm/,adj. 温暖的；热情的 vi. 同情；激动；变温暖,
1828,warmth,英:/wɔːmθ/ 美:/wɔːrmθ/,n. 温暖；热情；激动,
1829,warn,英:/wɔːn/ 美:/wɔrn/,vt. 警告，提醒；通知 vi. 发出警告，发出预告,
1830,warning,英:/ˈwɔːnɪŋ/ 美:/ˈwɔːrnɪŋ/,n. 警告；预告；预兆 adj. 警告的；引以为戒的,
1831,wash,英:/wɔʃ/ 美:/wɑʃ/,n. 洗涤；洗的衣服；冲积物；化妆水 vt. 洗涤；冲走；拍打；洗刷,
1832,waste,英:/weɪst/ 美:/west/,n. 废物；浪费；荒地；损耗；地面风化物 vt. 浪费；消耗；使荒芜,
1833,watch,英:/wɒtʃ/ 美:/wɑtʃ，wɔtʃ/,vt. 注视；观察；看守；警戒 n. 手表；守护；监视；值班人,
1834,water,英:/ˈwɔːtə(r)/ 美:/ˈwɔːtər/,n. 水；雨水；海水；海域，大片的水 vt. 使湿；供以水；给…浇水,
1835,wave,英:/weɪv/ 美:/weɪv/,vi. 波动；起伏；摇动；呈波形；挥手示意 vt. 向…挥手示意；使成波浪形；卷（烫）发,
1836,way,英:/weɪ/ 美:/we/,n. 道路；方法；方向；习惯；行业 adv. 远远地；大大地,
1837,we,英:/wiː/ 美:/wi/,pron. 我们（主格）；[古]朕，寡人；笔者，本人（作者或演讲人使用）,
1838,wealth,英:/welθ/ 美:/welθ/,n. 财富；大量；富有,
1839,weapon,英:/ˈwepən/ 美:/ˈwepən/,n. 武器，兵器,
1840,wear,英:/weə/ 美:/wɛr/,n. 穿著，磨损，耐久性 v. 穿著，用旧，耗损,
1841,weather,英:/ˈweðə(r)/ 美:/ˈweðər/,n. 天气；气象；处境；气候 vt. 经受住；使风化；侵蚀；使受风吹雨打,
1842,weave,英:/wiːv/ 美:/wiːv/,vt. 编织；编排；使迂回前进 vi. 纺织；迂回行进；编成,
1843,Website,/ˈwebsaɪt/,n. 网站（全球资讯网的主机站）,
1844,wedding,英:/ˈwedɪŋ/ 美:/ˈwedɪŋ/,n. 结婚；婚礼，婚宴；结合 v. 与…结婚（wed的ing形式）,
1845,week,英:/wiːk/ 美:/wik/,n. 周，星期,
1846,weekly,英:/ˈwiːkli/ 美:/ˈwiːkli/,adj. 每周的；一周一次的；周刊的 n. 周刊,
1847,weigh,英:/weɪ/ 美:/weɪ/,vt. 权衡；考虑；称…重量 vi. 重量为…；具有重要性；成为…的重荷；起锚,
1848,weight,英:/weɪt/ 美:/weɪt/,n. 重量，重力；砝码；重要性；负担 vt. 加重量于，使变重,
1849,welcome,英:/'welkəm/ 美:/'wɛlkəm/,adj. 受欢迎的 n. 欢迎,
1850,well,英:/wel/ 美:/wɛl/,adv. 满意地；适当地；很好地；充分地 adj. 健康的；良好的；适宜的,
1851,west,英:/west/ 美:/wɛst/,n. 西；西方；西部 adj. 西方的；朝西的,
1852,western,英:/ˈwestən/ 美:/ˈwestərn/,adj. 西方的，西部的；有西方特征的 n. 西方人；西部片，西部小说,
1853,wet,英:/wet/ 美:/wet/,adj. 潮湿的；下雨的；（油漆、墨水等）未干的 v. 把…弄湿；使潮湿 n. 液体（尤指水）；雨天；雨,
1854,what,英:/wɒt/ 美:/wɑt/,pron. 什么；多么；多少 adj. 什么；多么；何等,
1855,whatever,英:/wɒt'evə/ 美:/wət'ɛvɚ/,adj. 不管什么样的 pron. 无论什么；诸如此类,
1856,wheat,英:/wiːt/ 美:/wiːt/,n. 小麦；小麦色,
1857,wheel,英:/wiːl/ 美:/wil/,n. 车轮；方向盘；转动 vt. 转动；使变换方向；给…装轮子,
1858,when,英:/wen/ 美:/wɛn/,conj. 既然；当…时；考虑到 adv. 什么时候，何时,
1859,whenever,英:/wen'evə/ 美:/wɛn'ɛvɚ/,conj. 每当；无论何时 adv. 不论何时；随便什么时候,
1860,where,英:/weə/ 美:/wɛr/,adv. 在哪里 pron. 哪里,
1861,whether,英:/'weðə/ 美:/'wɛðɚ/,conj. 是否；不论 pron. 两个中的哪一个,
1862,which,英:/wɪtʃ/ 美:/wɪtʃ/,pron. 哪/那一个；哪/那一些 adj. 哪一个；哪一些,
1863,while,英:/wail/ 美:/waɪl/,conj. 当……的时候；虽然；然而 n. 一会儿；一段时间,
1864,whip,英:/wɪp/ 美:/wɪp/,vt. 抽打；煽动；搅打（蛋，奶油）；[口]彻底击败 n. 鞭子；抽打；车夫；搅拌器,
1865,whistle,英:/ˈwɪsl/ 美:/ˈwɪsl/,n. 口哨；啸啸声；汽笛 vt. 鸣汽笛（过去式whistled，过去分词whistled，现在分词whistling，第三人称单数whistles）；吹口哨,
1866,white,英:/waɪt/ 美:/waɪt/,adj. 白色的；白种的；纯洁的 n. 白色；白种人；洁白,
1867,who,英:/huː/ 美:/hu/,pron. 谁,
1868,width,英:/wɪtθ/ 美:/wɪdθ/,n. 宽度；广度,
1869,wife,英:/waɪf/ 美:/waɪf/,n. 妻子，已婚妇女；夫人,
1870,wild,英:/waɪld/ 美:/waɪld/,adj. 野生的；野蛮的；狂热的；荒凉的 n. 荒野,
1871,whole,英:/həʊl/ 美:/hol/,adj. 完整的；纯粹的 n. 全部；整体,
1872,whose,英:/huːz/ 美:/huz/,pron. 谁的（疑问代词）,
1873,why,英:/waɪ/ 美:/waɪ/,int. 哎呀！什么？ adv. 为什么,
1874,wide,英:/waɪd/ 美:/waɪd/,adj. 宽的，广阔的；张大的；远离目标的；广泛的 adv. 广阔地；充分地；广泛地,
1875,willing,英:/ˈwɪlɪŋ/ 美:/ˈwɪlɪŋ/,adj. 乐意的；心甘情愿的；自愿的 v. 决心；用意志力驱使；将（财产等）遗赠某人（will的现在分词）,
1876,win,英:/wɪn/ 美:/wɪn/,vt. 赢得；在…中获胜；劝诱 vi. 获胜；赢；成功,
1877,wind,英:/wɪnd/ 美:/wɪnd/,n. 风；（随食物或饮料）吞下的气；呼吸；气息；管乐器；空谈 v. 使喘不过气来；（给婴儿轻轻拍抚后背）使打嗝；吹(号角等)；（路、河等）蜿蜒；缠绕；给…上发条；可上发条；倒（磁带、胶卷等）；转动（把手） n. 弯曲；弯曲处；缠绕；转动；上发条,
